PlantCode,PlantName,GeneratorID,Technology,WinterCapacityMW,RRMWperMin,minUpHr,minDnHr
57866,Golden Spread Panhandle Wnd Rch,PWR,Onshore Wind Turbine,78.2,0,1,1
57927,Baffin Wind,1,Onshore Wind Turbine,188,0,1,1
57952,Woodall Gas Plant,GEN1,Natural Gas Internal Combustion Engine,1,0.25,1,1
57952,Woodall Gas Plant,GEN2,Natural Gas Internal Combustion Engine,1,0.25,1,1
57952,Woodall Gas Plant,GEN3,Natural Gas Internal Combustion Engine,1,0.25,1,1
57973,Spinning Spur Wind LLC,GEN1,Onshore Wind Turbine,161,0,1,1
57974,Bobcat Bluff Wind Project LLC,GEN1,Onshore Wind Turbine,161,0,1,1
57981,Senate Wind LLC,GEN1,Onshore Wind Turbine,150,0,1,1
57983,Stephens Ranch Wind Energy LLC,1,Onshore Wind Turbine,211,0,1,1
57983,Stephens Ranch Wind Energy LLC,2,Onshore Wind Turbine,165,0,1,1
58000,"Anacacho Wind Farm, LLC",ANA,Onshore Wind Turbine,99.8,0,1,1
58001,Panda Temple Power Station,CTG-1,Natural Gas Fired Combined Cycle,230,1.518,4,16
58001,Panda Temple Power Station,CTG-2,Natural Gas Fired Combined Cycle,230,1.518,4,16
58001,Panda Temple Power Station,CTG-3,Natural Gas Fired Combined Cycle,230,1.518,4,16
58001,Panda Temple Power Station,CTG-4,Natural Gas Fired Combined Cycle,230,1.518,4,16
58001,Panda Temple Power Station,STG-1,Natural Gas Fired Combined Cycle,326,2.1516,4,16
58001,Panda Temple Power Station,STG-2,Natural Gas Fired Combined Cycle,326,2.1516,4,16
58005,Panda Sherman Power Station,CTG-1,Natural Gas Fired Combined Cycle,223,1.4718,4,16
58005,Panda Sherman Power Station,CTG-2,Natural Gas Fired Combined Cycle,220,1.452,4,16
58005,Panda Sherman Power Station,STG-1,Natural Gas Fired Combined Cycle,312,2.0592,4,16
58009,SunE CPS3 LLC,1,Solar Photovoltaic,5.6,0,1,1
58009,SunE CPS3 LLC,2,Solar Photovoltaic,5,0,1,1
58013,IKEA Round Rock 027,PV,Solar Photovoltaic,1.3,0,1,1
58021,Whitetail,1,Onshore Wind Turbine,91.2,0,1,1
58027,SunE CPS2 LLC,1,Solar Photovoltaic,9.9,0,1,1
58048,BayWa r.e Mozart LLC,1,Onshore Wind Turbine,30,0,1,1
58068,SunE CPS1 LLC,1,Solar Photovoltaic,9.9,0,1,1
58069,PRSI FCC Generator,55M1,Petroleum Coke,3,0,1,1
58080,Wolf Ridge Wind,1,Onshore Wind Turbine,112.5,0,1,1
58151,Central Utility Plant - Texas A&M,GTG01,Natural Gas Fired Combined Cycle,34.1,0.22506,4,16
58151,Central Utility Plant - Texas A&M,STG02,Natural Gas Fired Combined Cycle,11,0.0726,4,16
58151,Central Utility Plant - Texas A&M,STG04,Natural Gas Fired Combined Cycle,5,0.033,4,16
58162,Cirrus Wind 1 LLC,CW,Onshore Wind Turbine,61.2,0,1,1
58242,Pattern Panhandle Wind LLC,1,Onshore Wind Turbine,218,0,1,1
58321,Goldthwaite Wind Energy Facility,1,Onshore Wind Turbine,150,0,1,1
58363,Majestic II Wind,WND1,Onshore Wind Turbine,79.6,0,1,1
58372,Blue Summit Wind LLC,GEN1,Onshore Wind Turbine,135.4,0,1,1
58378,W.A. Parish Carbon Capture Plant,GT2,Natural Gas Fired Combustion Turbine,81,16.2,1,1
58404,Pantex,1,Onshore Wind Turbine,11.5,0,1,1
58424,Harbor Wind LLC,1,Onshore Wind Turbine,9,0,1,1
58471,Ector County Energy Center,CTG1,Natural Gas Fired Combustion Turbine,168,33.6,1,1
58471,Ector County Energy Center,CTG2,Natural Gas Fired Combustion Turbine,168,33.6,1,1
58488,"Bryan Solar, LLC",1,Solar Photovoltaic,10,0,1,1
58537,OCI Alamo Solar I Hybrid,1,Solar Photovoltaic,40.7,0,1,1
58537,OCI Alamo Solar I Hybrid,ASTRO,Batteries,1,0,1,1
58562,Montana Power Station,GT-1,Natural Gas Fired Combustion Turbine,93,18.6,1,1
58562,Montana Power Station,GT-2,Natural Gas Fired Combustion Turbine,93,18.6,1,1
58562,Montana Power Station,GT-3,Natural Gas Fired Combustion Turbine,93,18.6,1,1
58562,Montana Power Station,GT-4,Natural Gas Fired Combustion Turbine,93,18.6,1,1
58596,"Grandview Wind Farm, LLC",GRVWI,Onshore Wind Turbine,211.2,0,1,1
58614,Patriot Wind Farm,PAT1,Onshore Wind Turbine,226.1,0,1,1
58681,Route 66 Wind Plant,RT661,Onshore Wind Turbine,150,0,1,1
58710,Barilla Solar,BRLA,Solar Photovoltaic,30.2,0,1,1
58716,"OCI Alamo 2, LLC",1,Solar Photovoltaic,4.4,0,1,1
58717,"OCI Alamo 4, LLC",1,Solar Photovoltaic,39.6,0,1,1
58720,Pattern Panhandle Wind 2 LLC,1,Onshore Wind Turbine,181.7,0,1,1
58765,Miami Wind Energy Center,1,Onshore Wind Turbine,288.6,0,1,1
58766,Wake Wind Energy Center,1,Onshore Wind Turbine,257,0,1,1
58772,Longhorn Wind,GEN1,Onshore Wind Turbine,200,0,1,1
58773,TX Hereford Wind,GEN1,Onshore Wind Turbine,200,0,1,1
58774,Spinning Spur Wind II,GEN1,Onshore Wind Turbine,161,0,1,1
58775,Spinning Spur Wind III,GEN1,Onshore Wind Turbine,194,0,1,1
58835,Elk Station,ELK1,Natural Gas Fired Combustion Turbine,202,40.4,1,1
58835,Elk Station,ELK2,Natural Gas Fired Combustion Turbine,202,40.4,1,1
58835,Elk Station,ELK3,Natural Gas Fired Combustion Turbine,202,40.4,1,1
58838,Keechi Wind,KW1,Onshore Wind Turbine,110,0,1,1
58870,Rentech Nitrogen Pasadena Cogeneration,MG202,All Other,14.2,0,1,1
58944,Woodville Renewable Power Project,G1,Wood/Wood Waste Biomass,46.5,0,1,1
58946,Ameresco Dallas LLC,ENG1,Landfill Gas,1.4,0,1,1
58946,Ameresco Dallas LLC,ENG2,Landfill Gas,1.4,0,1,1
58946,Ameresco Dallas LLC,ENG3,Landfill Gas,1.4,0,1,1
59005,Mariah del Norte,MAR1,Onshore Wind Turbine,230.4,0,1,1
59034,Shannon Wind,SHAN1,Onshore Wind Turbine,204,0,1,1
59063,Stella Wind Farm,WT1,Onshore Wind Turbine,201,0,1,1
59066,Bruennings Breeze Wind Farm,MVII,Onshore Wind Turbine,228,0,1,1
59068,"Colbeck's Corner, LLC",GVII,Onshore Wind Turbine,200,0,1,1
59118,Cameron Wind 1 LLC,CAM1,Onshore Wind Turbine,165,0,1,1
59145,Freeport LP Pretreatment Facility,65GTG,Natural Gas Fired Combustion Turbine,87,17.4,1,1
59193,Chapman Ranch Wind I,CHA1,Onshore Wind Turbine,249,0,1,1
59204,OCI Alamo 3 LLC,OCIA3,Solar Photovoltaic,5.5,0,1,1
59205,OCI Alamo 5 LLC,OCIA5,Solar Photovoltaic,100,0,1,1
59206,Alamo 6,OCIA6,Solar Photovoltaic,116,0,1,1
59207,OCI Alamo 7 LLC,OCIA7,Solar Photovoltaic,100,0,1,1
59238,Windthorst-2,WND2,Onshore Wind Turbine,67.6,0,1,1
59244,Lorenzo Wind,FIBE1,Onshore Wind Turbine,80,0,1,1
59245,Fluvanna,FLUV1,Onshore Wind Turbine,155.4,0,1,1
59247,Hale Community Wind Farm,HALE1,Onshore Wind Turbine,478,0,1,1
59320,Los Vientos Windpower III,GEN1,Onshore Wind Turbine,200,0,1,1
59321,Los Vientos Windpower IV,GEN1,Onshore Wind Turbine,200,0,1,1
59332,Mesquite Creek Wind,MSCRK,Onshore Wind Turbine,211.2,0,1,1
59381,"The Methodist Hospital, Gas Turbine",GT-1,Natural Gas Fired Combustion Turbine,4,0.8,1,1
59384,South Plains Wind Phase I,1,Onshore Wind Turbine,200,0,1,1
59391,Red Gate Power Plant,ENG01,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG02,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG03,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG04,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG05,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG06,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG07,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG08,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG09,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG10,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG11,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59391,Red Gate Power Plant,ENG12,Natural Gas Internal Combustion Engine,18.3,4.575,1,1
59407,Newman Solar,NEW1,Solar Photovoltaic,10.3,0,1,1
59417,Pleasant Hill Wind Energy Project,WT1,Onshore Wind Turbine,20,0,1,1
59442,Logans Gap Wind LLC,1,Onshore Wind Turbine,200.1,0,1,1
59475,Palo Duro Wind,GE1.7,Onshore Wind Turbine,249.9,0,1,1
59621,TX Jumbo Road Wind,JRWND,Onshore Wind Turbine,299.7,0,1,1
59649,Nelson Gardens Landfill Gas to Energy,UNIT1,Landfill Gas,1.1,0,1,1
59649,Nelson Gardens Landfill Gas to Energy,UNIT2,Landfill Gas,1.1,0,1,1
59649,Nelson Gardens Landfill Gas to Energy,UNIT3,Landfill Gas,1.1,0,1,1
59649,Nelson Gardens Landfill Gas to Energy,UNIT4,Landfill Gas,1.1,0,1,1
59654,Sendero,1,Onshore Wind Turbine,78,0,1,1
59712,"San Roman Wind I, LLC",SRWI,Onshore Wind Turbine,95.3,0,1,1
59732,Green Pastures Wind I,GPI,Onshore Wind Turbine,150,0,1,1
59733,Green Pastures Wind II,GPII,Onshore Wind Turbine,150,0,1,1
59734,Briscoe Wind Farm,BFW,Onshore Wind Turbine,150,0,1,1
59812,Wolf Hollow II,CGT4,Natural Gas Fired Combined Cycle,353.3,2.33178,4,16
59812,Wolf Hollow II,CGT5,Natural Gas Fired Combined Cycle,354.6,2.34036,4,16
59812,Wolf Hollow II,STG6,Natural Gas Fired Combined Cycle,485.1,3.20166,4,16
59938,Sky Global Power One,UNIT1,Natural Gas Internal Combustion Engine,8.4,2.1,1,1
59938,Sky Global Power One,UNIT2,Natural Gas Internal Combustion Engine,8.4,2.1,1,1
59938,Sky Global Power One,UNIT3,Natural Gas Internal Combustion Engine,8.4,2.1,1,1
59938,Sky Global Power One,UNIT4,Natural Gas Internal Combustion Engine,8.4,2.1,1,1
59938,Sky Global Power One,UNIT5,Natural Gas Internal Combustion Engine,8.4,2.1,1,1
59938,Sky Global Power One,UNIT6,Natural Gas Internal Combustion Engine,8.4,2.1,1,1
59943,Rattlesnake Den,1,Onshore Wind Turbine,207.2,0,1,1
59972,Bearkat,BRKAT,Onshore Wind Turbine,196.7,0,1,1
59994,RE Roserock,ROSEK,Solar Photovoltaic,157.5,0,1,1
60044,Buckthorn Westex,BKTH1,Solar Photovoltaic,202,0,1,1
60059,Los Vientos V Wind Power,1,Onshore Wind Turbine,110,0,1,1
60087,South Plains II,SPII,Onshore Wind Turbine,300,0,1,1
60104,"Javelina Wind Energy, LLC",GEWTG,Onshore Wind Turbine,249.7,0,1,1
60122,Colorado Bend II,CT7,Natural Gas Fired Combined Cycle,361,2.3826,4,16
60122,Colorado Bend II,CT8,Natural Gas Fired Combined Cycle,357.9,2.36214,4,16
60122,Colorado Bend II,STG9,Natural Gas Fired Combined Cycle,492.9,3.25314,4,16
60123,Castle Gap Solar Hybrid,BAT1,Batteries,9.9,0,1,1
60123,Castle Gap Solar Hybrid,CGAP,Solar Photovoltaic,180,0,1,1
60210,Cotton Plains Wind Farm,CPWF,Onshore Wind Turbine,50.4,0,1,1
60217,Rocksprings,RKSP,Onshore Wind Turbine,149.3,0,1,1
60264,Bacliff,BCGT1,Natural Gas Fired Combustion Turbine,54,10.8,1,1
60264,Bacliff,BCGT2,Natural Gas Fired Combustion Turbine,60,12,1,1
60264,Bacliff,BCGT3,Natural Gas Fired Combustion Turbine,60,12,1,1
60264,Bacliff,BCGT4,Natural Gas Fired Combustion Turbine,60,12,1,1
60264,Bacliff,BCGT5,Natural Gas Fired Combustion Turbine,60,12,1,1
60264,Bacliff,BCGT6,Natural Gas Fired Combustion Turbine,60,12,1,1
60270,Blue Cloud Wind Energy LLC,WT1,Onshore Wind Turbine,148.4,0,1,1
60300,Montana Solar Facility,IMPV1,Solar Photovoltaic,3,0,1,1
60338,Electra Wind Farm,EWF,Onshore Wind Turbine,230,0,1,1
60339,Horse Creek Wind Farm,HCWF,Onshore Wind Turbine,230,0,1,1
60366,Old Settler Wind,OSWF,Onshore Wind Turbine,151.2,0,1,1
60372,Lamesa Solar,LSPV1,Solar Photovoltaic,100,0,1,1
60414,Bethel Wind Farm LLC,GEN1,Onshore Wind Turbine,276,0,1,1
60427,CoServ Community Solar Station,CSS1,Solar Photovoltaic,2,0,1,1
60436,East Pecos Solar,1,Solar Photovoltaic,118.5,0,1,1
60459,Port Comfort Power LLC,PC1,Natural Gas Fired Combustion Turbine,45,9,1,1
60459,Port Comfort Power LLC,PC2,Natural Gas Fired Combustion Turbine,45,9,1,1
60460,Chamon Power LLC,CH1,Natural Gas Fired Combustion Turbine,45,9,1,1
60460,Chamon Power LLC,CH2,Natural Gas Fired Combustion Turbine,45,9,1,1
60468,Friendswood Energy,GT-1,Natural Gas Fired Combustion Turbine,119,23.8,1,1
60472,CPS 1 Community Solar,CPS1,Solar Photovoltaic,1,0,1,1
60502,"Tyler Bluff Wind Project, LLC",GEN1,Onshore Wind Turbine,125,0,1,1
60506,ETT Presidio NaS Battery,BOB,Batteries,4,0,1,1
60581,Upton County Solar,UCTX,Solar Photovoltaic,150,0,1,1
60645,"Javelina Wind Energy II, LLC",WJ21,Onshore Wind Turbine,200,0,1,1
60657,"Salt Fork Wind Project, LLC",GEN1,Onshore Wind Turbine,174,0,1,1
60682,Pearl Solar,PEARL,Solar Photovoltaic,50,0,1,1
60690,"Blue Summit Storage, LLC",WBSS,Batteries,30,0,1,1
60743,"Rattlesnake Power, LLC",WT1,Onshore Wind Turbine,160,0,1,1
60774,Phantom Solar,GEN1,Solar Photovoltaic,15.4,0,1,1
60789,Bluebell Solar,UNIT1,Solar Photovoltaic,30,0,1,1
60856,Astra Wind Farm,ASTRA,Onshore Wind Turbine,163,0,1,1
60901,Willow Springs Wind Farm,WSPWF,Onshore Wind Turbine,250,0,1,1
60902,Dermott Wind,DERM,Onshore Wind Turbine,253,0,1,1
60983,Buckthorn Wind Project,BWIND,Onshore Wind Turbine,100.5,0,1,1
60987,Santa Rita Wind Energy,GEN1,Onshore Wind Turbine,300,0,1,1
60989,SolaireHolman Solar Project,PV1,Solar Photovoltaic,50,0,1,1
61001,Cactus Flats Wind Energy Project,WT1,Onshore Wind Turbine,150,0,1,1
61205,Bandera Electric Coop PV,PV1,Solar Photovoltaic,1.5,0,1,1
61212,Flat Top Wind I,FTWI,Onshore Wind Turbine,200,0,1,1
61242,Victoria Port Power LLC,VP-1,Natural Gas Fired Combustion Turbine,50,10,1,1
61242,Victoria Port Power LLC,VP-2,Natural Gas Fired Combustion Turbine,50,10,1,1
61309,IKEA Grand Prairie Rooftop PV System,PV1,Solar Photovoltaic,0.7,0,1,1
61343,Karankawa Wind LLC,WT1,Onshore Wind Turbine,307.1,0,1,1
61355,Arlington Outlet Hydroelectric Generator,HY1,Conventional Hydroelectric,1.3,0,1,1
61362,NRG Elbow Creek Energy Storage Project,ECBS,Batteries,2,0,1,1
61368,Midway Solar - TX,PV1,Solar Photovoltaic,182,0,1,1
61370,Walnut Springs Solar,GEN1,Solar Photovoltaic,5,0,1,1
61402,Foard City Wind,FOARD,Onshore Wind Turbine,350.3,0,1,1
61409,Highway 56 Solar,GEN1,Solar Photovoltaic,5.3,0,1,1
61410,Whitesboro Solar,GEN1,Solar Photovoltaic,5,0,1,1
61411,Whitesboro Solar II,GEN1,Solar Photovoltaic,5,0,1,1
61417,Gopher Creek Wind Farm,GCWF,Onshore Wind Turbine,158,0,1,1
61493,E-Volve Energy Holdings LLC,SEALY,Solar Photovoltaic,1.6,0,1,1
61513,Marlin Solar,GEN1,Solar Photovoltaic,5.3,0,1,1
61514,North Gainesville Solar,GEN1,Solar Photovoltaic,5.2,0,1,1
61524,Whitewright Solar,GEN1,Solar Photovoltaic,10,0,1,1
61532,Leon Solar,GEN1,Solar Photovoltaic,10,0,1,1
61589,UL Advanced Wind Turbine Test Facility,MT-1,Onshore Wind Turbine,0.1,0,1,1
61589,UL Advanced Wind Turbine Test Facility,UT-1,Onshore Wind Turbine,3.4,0,1,1
61625,West Moore Solar II,GEN1,Solar Photovoltaic,5,0,1,1
61643,Denton Energy Center,DEC1,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC10,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC11,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC12,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC2,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC3,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC4,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC5,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC6,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC7,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC8,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61643,Denton Energy Center,DEC9,Natural Gas Internal Combustion Engine,18.8,4.7,1,1
61674,Wildcat Ranch Wind Project,WT,Onshore Wind Turbine,150,0,1,1
61697,Lamesa II,IVORY,Solar Photovoltaic,50,0,1,1
61700,PowerFin Kingsbery,PFPKB,Solar Photovoltaic,2.6,0,1,1
61741,Kingsberry Energy Storage System,KBESS,Batteries,1.5,0,1,1
61742,System Control Center,GEN1,Flywheels,2.5,0,1,1
61742,System Control Center,GEN2,Flywheels,2.5,0,1,1
61776,"Midway Wind, LLC",MIDWY,Onshore Wind Turbine,162.9,0,1,1
61782,Live Oak Wind Project,WTGS,Onshore Wind Turbine,199.5,0,1,1
61810,Chisum,GEN1,Solar Photovoltaic,10,0,1,1
61848,"PYCO Industries, Inc. Wind Farm",WT1,Onshore Wind Turbine,4.4,0,1,1
61865,"Rio Bravo Windpower, LLC",1,Onshore Wind Turbine,237.6,0,1,1
61867,Bovine,GEN1,Solar Photovoltaic,10,0,1,1
61868,Bronson,GEN1,Solar Photovoltaic,10,0,1,1
61871,Sterling Solar (TX),GEN1,Solar Photovoltaic,10,0,1,1
61872,Lampwick,GEN1,Solar Photovoltaic,7.5,0,1,1
61873,Yellow Jacket,GEN1,Solar Photovoltaic,5,0,1,1
61874,Eddy II,GEN1,Solar Photovoltaic,10,0,1,1
61875,Cascade Solar (TX),GEN1,Solar Photovoltaic,10,0,1,1
61887,Fort Bliss (DEA EPIC),DEPIC,Solar Photovoltaic,2,0,1,1
61895,Toyota HQ Plan,TOYHQ,Solar Photovoltaic,3.5,0,1,1
61906,Phoebe Solar,PHOEB,Solar Photovoltaic,250,0,1,1
61921,Tahoka Wind,TAH,Onshore Wind Turbine,300,0,1,1
61969,"Torrecillas Wind Energy, LLC",TWE,Onshore Wind Turbine,300,0,1,1
61970,"Blue Summit II Wind, LLC",BSII,Onshore Wind Turbine,99.4,0,1,1
62038,Santa Rita East,STRAE,Onshore Wind Turbine,302.4,0,1,1
62152,IKEA Live Oak Rooftop PV System,570,Solar Photovoltaic,1.7,0,1,1
62227,"Seymour Hills Wind Project, LLC",WTGS,Onshore Wind Turbine,30.2,0,1,1
62258,Mesteno,MES,Onshore Wind Turbine,200,0,1,1
62259,Ranchero Wind Farm LLC,RAN,Onshore Wind Turbine,300,0,1,1
62356,Lockett Windfarm,LOC,Onshore Wind Turbine,183.8,0,1,1
62415,West of the Pecos Solar,WOTP1,Solar Photovoltaic,100,0,1,1
62448,Lapetus,LAP,Solar Photovoltaic,100,0,1,1
62566,Blue Summit III Wind,BS3,Onshore Wind Turbine,200.2,0,1,1
62609,Commerce ESS,BA1,Batteries,10,0,1,1
62610,Commerce Solar,PV1,Solar Photovoltaic,5,0,1,1
62642,GE-Lubbock,GE-P2,Onshore Wind Turbine,3,0,1,1
62642,GE-Lubbock,GE-P3,Onshore Wind Turbine,3.1,0,1,1
62762,NASA Johnson Space Center CHP,CTG-1,Natural Gas Fired Combustion Turbine,5.7,1.14,1,1
62762,NASA Johnson Space Center CHP,CTG-2,Natural Gas Fired Combustion Turbine,5.7,1.14,1,1
62953,Griffin Solar,1080,Solar Photovoltaic,5,0,1,1
63027,Mars Solar,20,Solar Photovoltaic,10,0,1,1
63030,"Canadian Breaks, LLC",CBRKS,Onshore Wind Turbine,210.1,0,1,1
63180,"TPE Whitney Solar, LLC",TXWHT,Solar Photovoltaic,9.9,0,1,1
