Year,Month,Day,Period,Forecast_time,Coast,East,Far_West,North,North_Central,South_Central,Southern,West
2018,1,2,0,2018-01-02 00:00:00,13099.3837890625,2073.076904296875,2632.75537109375,1161.7969970703125,17738.138671875,8647.115234375,4430.412109375,1745.742431640625
2018,1,2,1,2018-01-02 01:00:00,13065.36328125,2113.44482421875,2667.54052734375,1260.8995361328125,18129.6640625,9219.7841796875,4236.9501953125,1755.400634765625
2018,1,2,2,2018-01-02 02:00:00,13169.248046875,2153.491943359375,2638.63232421875,1197.7235107421875,19004.34375,8526.9345703125,4132.255859375,1752.2264404296875
2018,1,2,3,2018-01-02 03:00:00,12463.55859375,2136.98046875,2604.950927734375,1189.456787109375,18739.361328125,8884.970703125,4488.3203125,1736.56591796875
2018,1,2,4,2018-01-02 04:00:00,12179.9833984375,2150.041748046875,2565.536376953125,1302.3836669921875,18114.8203125,8809.46875,3697.314697265625,1719.412109375
2018,1,2,5,2018-01-02 05:00:00,12091.7626953125,2070.108154296875,2599.86328125,1171.2166748046875,17818.583984375,8365.6298828125,3955.23046875,1695.23046875
2018,1,2,6,2018-01-02 06:00:00,11539.9365234375,2225.211669921875,2426.516357421875,1327.72802734375,17248.546875,8837.2880859375,4552.04248046875,1736.539794921875
2018,1,2,7,2018-01-02 07:00:00,11872.318359375,2182.49365234375,2349.281494140625,1263.4420166015625,17033.783203125,8806.7822265625,4552.73681640625,1725.513427734375
2018,1,2,8,2018-01-02 08:00:00,11795.974609375,2143.10595703125,2338.503662109375,1257.5191650390625,16820.70703125,8703.0244140625,4564.51171875,1705.88916015625
2018,1,2,9,2018-01-02 09:00:00,12022.630859375,2146.7373046875,2357.79345703125,1368.7672119140625,16564.4921875,9007.3642578125,4418.61181640625,1747.9652099609375
2018,1,2,10,2018-01-02 10:00:00,12673.703125,2357.272705078125,2627.353515625,1396.0030517578125,18456.74609375,9563.716796875,4682.50390625,1868.687255859375
2018,1,2,11,2018-01-02 11:00:00,13588.6982421875,2423.565673828125,2633.46044921875,1471.752197265625,19934.7109375,10209.1181640625,4942.23828125,1873.7557373046875
2018,1,2,12,2018-01-02 12:00:00,13552.0703125,2529.919921875,2730.131591796875,1471.1378173828125,20141.8125,10236.451171875,4987.833984375,1901.8482666015625
2018,1,2,13,2018-01-02 13:00:00,13232.783203125,2470.176513671875,2692.840576171875,1402.36328125,19510.490234375,10256.279296875,5051.07861328125,1824.27099609375
2018,1,2,14,2018-01-02 14:00:00,13427.3466796875,2381.910400390625,2685.331787109375,1452.777587890625,19392.072265625,10081.5078125,4975.1875,1844.7498779296875
2018,1,2,15,2018-01-02 15:00:00,13563.330078125,2293.909912109375,2700.717041015625,1455.849365234375,20110.951171875,9391.4560546875,4650.0224609375,1810.9749755859373
2018,1,2,16,2018-01-02 16:00:00,12887.974609375,2234.6337890625,2667.627685546875,1449.303955078125,19071.732421875,9662.2724609375,4838.86572265625,1771.970947265625
2018,1,2,17,2018-01-02 17:00:00,13384.4404296875,2182.86328125,2680.777587890625,1370.0330810546875,18360.3515625,9585.23828125,4732.7509765625,1738.020263671875
2018,1,2,18,2018-01-02 18:00:00,13324.017578125,2065.7470703125,2652.193115234375,1240.193115234375,18304.07421875,8977.9287109375,4676.96240234375,1717.314697265625
2018,1,2,19,2018-01-02 19:00:00,12764.1669921875,1963.6561279296875,2602.497802734375,1251.880859375,17740.10546875,9214.2099609375,4738.9228515625,1756.262451171875
2018,1,2,20,2018-01-02 20:00:00,12932.0966796875,2004.9346923828125,2496.008056640625,1165.08203125,16661.99609375,8430.892578125,4510.54931640625,1683.9383544921875
2018,1,2,21,2018-01-02 21:00:00,13049.9921875,1932.1353759765625,2440.18408203125,1171.6444091796875,16487.705078125,8249.435546875,4513.8212890625,1658.1580810546875
2018,1,2,22,2018-01-02 22:00:00,13932.732421875,2196.244140625,2449.544921875,1227.962158203125,17943.744140625,8592.947265625,4828.9580078125,1656.1466064453125
2018,1,2,23,2018-01-02 23:00:00,13940.0537109375,2226.533935546875,2462.615966796875,1243.1094970703125,17774.26953125,8808.1259765625,4845.70263671875,1719.14892578125
2018,1,3,0,2018-01-03 00:00:00,15255.423828125,2286.623291015625,2499.56787109375,1214.3955078125,17458.49609375,9197.9169921875,4755.3369140625,1755.969970703125
2018,1,3,1,2018-01-03 01:00:00,15531.1669921875,2219.69677734375,2486.235107421875,1315.109375,19046.435546875,9546.609375,4957.0263671875,1802.55078125
2018,1,3,2,2018-01-03 02:00:00,14179.55859375,2271.22314453125,2481.312744140625,1281.7344970703125,19683.720703125,9390.81640625,4841.84912109375,1854.6041259765625
2018,1,3,3,2018-01-03 03:00:00,14567.775390625,2390.1220703125,2451.220703125,1222.1197509765625,20275.181640625,9050.1142578125,4815.30810546875,1841.779296875
2018,1,3,4,2018-01-03 04:00:00,15168.6435546875,2528.733154296875,2362.42626953125,1204.600341796875,19121.568359375,8875.7900390625,4655.59716796875,1827.0384521484373
2018,1,3,5,2018-01-03 05:00:00,14113.7802734375,2337.591064453125,2418.06591796875,1222.335693359375,19751.57421875,8550.8642578125,4615.07763671875,1764.6026611328125
2018,1,3,6,2018-01-03 06:00:00,11618.203125,1986.8560791015625,2525.63330078125,1246.062744140625,17027.291015625,8885.544921875,4479.94189453125,1685.127685546875
2018,1,3,7,2018-01-03 07:00:00,11768.451171875,2068.072265625,2517.318603515625,1255.1317138671875,17910.046875,8710.513671875,4439.76025390625,1660.92333984375
2018,1,3,8,2018-01-03 08:00:00,12128.3701171875,2074.918212890625,2504.453369140625,1232.0179443359375,17637.111328125,8468.7060546875,4347.6162109375,1651.1187744140625
2018,1,3,9,2018-01-03 09:00:00,12135.34765625,2169.29638671875,2539.240234375,1303.0501708984375,17866.244140625,8939.544921875,4434.73388671875,1687.9046630859375
2018,1,3,10,2018-01-03 10:00:00,12651.5732421875,2260.21142578125,2702.097412109375,1314.7369384765625,18246.212890625,9480.2255859375,4782.9638671875,1830.4281005859373
2018,1,3,11,2018-01-03 11:00:00,13196.251953125,2355.190185546875,2707.199951171875,1427.9049072265625,19297.99609375,9890.7802734375,4989.68212890625,1891.4398193359373
2018,1,3,12,2018-01-03 12:00:00,13395.04296875,2446.3486328125,2729.609375,1398.3660888671875,19638.94921875,10017.109375,5001.73828125,1911.7623291015625
2018,1,3,13,2018-01-03 13:00:00,13400.87890625,2414.82275390625,2704.279296875,1375.4686279296875,19248.837890625,9680.6376953125,4898.0888671875,1799.98046875
2018,1,3,14,2018-01-03 14:00:00,13433.197265625,2332.713623046875,2671.833984375,1385.8154296875,18666.3125,9323.9501953125,4832.42041015625,1748.55810546875
2018,1,3,15,2018-01-03 15:00:00,13614.458984375,2126.58837890625,2661.762451171875,1369.021240234375,17612.859375,9078.876953125,4791.15380859375,1588.302978515625
2018,1,3,16,2018-01-03 16:00:00,13530.0888671875,2021.3511962890625,2610.1357421875,1314.38818359375,17058.62890625,8177.47314453125,4668.3125,1560.98828125
2018,1,3,17,2018-01-03 17:00:00,13102.7529296875,1956.447021484375,2572.354248046875,1277.075927734375,16758.859375,7936.11083984375,4569.57373046875,1479.0587158203125
2018,1,3,18,2018-01-03 18:00:00,12610.5810546875,1919.2164306640625,2521.150390625,1194.289306640625,16117.5595703125,7277.52734375,4367.1103515625,1432.5054931640625
2018,1,3,19,2018-01-03 19:00:00,12260.6376953125,1879.553466796875,2541.72119140625,1047.57080078125,15678.3154296875,7508.041015625,4284.54931640625,1414.0828857421875
2018,1,3,20,2018-01-03 20:00:00,11859.7099609375,1884.80810546875,2426.374755859375,974.9324951171876,14995.1640625,6551.0615234375,4022.313720703125,1331.7626953125
2018,1,3,21,2018-01-03 21:00:00,12180.8876953125,1885.433837890625,2412.91162109375,1010.662353515625,15502.8798828125,7139.7802734375,4130.51220703125,1387.0767822265625
2018,1,3,22,2018-01-03 22:00:00,12989.345703125,2149.94873046875,2444.0302734375,1075.741943359375,17153.978515625,7638.61181640625,4230.59814453125,1439.1207275390625
2018,1,3,23,2018-01-03 23:00:00,12919.4169921875,2129.151611328125,2457.02490234375,1072.462158203125,16385.931640625,7635.107421875,4239.46533203125,1442.62109375
2018,1,4,0,2018-01-04 00:00:00,13458.396484375,2174.184814453125,2488.811279296875,1100.46435546875,17399.404296875,8133.23876953125,4538.57470703125,1517.6973876953125
2018,1,4,1,2018-01-04 01:00:00,13610.349609375,2005.620849609375,2547.226806640625,1182.85693359375,17414.91015625,8413.1123046875,4650.244140625,1659.4202880859375
2018,1,4,2,2018-01-04 02:00:00,13185.6083984375,2185.6630859375,2470.2041015625,1137.85791015625,17899.8515625,8410.6240234375,4563.666015625,1639.0230712890625
2018,1,4,3,2018-01-04 03:00:00,13864.3427734375,2454.606201171875,2480.64599609375,1067.3436279296877,18190.15234375,8245.103515625,4523.89111328125,1598.04541015625
2018,1,4,4,2018-01-04 04:00:00,12913.4541015625,2199.958251953125,2406.586181640625,1143.0830078125,17487.36328125,7994.1552734375,4263.0029296875,1619.261474609375
2018,1,4,5,2018-01-04 05:00:00,13215.3095703125,2141.707275390625,2445.36669921875,1151.8883056640625,16471.140625,7213.72265625,4346.26806640625,1559.9317626953125
2018,1,4,6,2018-01-04 06:00:00,12311.36328125,2050.265380859375,2415.453369140625,1065.7918701171877,16225.44921875,8466.3017578125,4391.2822265625,1557.6434326171875
2018,1,4,7,2018-01-04 07:00:00,12871.1064453125,2077.80419921875,2453.5673828125,1076.8646240234377,17654.521484375,8456.89453125,4407.58154296875,1536.6290283203125
2018,1,4,8,2018-01-04 08:00:00,12611.23046875,2096.990478515625,2434.82568359375,1088.060546875,17743.80859375,8553.900390625,4438.88134765625,1567.1104736328125
2018,1,4,9,2018-01-04 09:00:00,13278.6904296875,2194.579345703125,2467.947265625,1124.390380859375,18542.486328125,8694.8779296875,4546.419921875,1633.4129638671875
2018,1,4,10,2018-01-04 10:00:00,14663.6728515625,2298.255615234375,2572.833984375,1201.3565673828125,18826.931640625,9511.1328125,4824.32275390625,1740.474365234375
2018,1,4,11,2018-01-04 11:00:00,15350.427734375,2423.05810546875,2589.313232421875,1259.8157958984375,19043.34375,9740.287109375,4935.46484375,1760.776611328125
2018,1,4,12,2018-01-04 12:00:00,14587.46875,2476.917724609375,2570.0205078125,1254.917236328125,19629.990234375,9737.953125,4953.814453125,1759.238525390625
