Year,Month,Day,Period,Forecast_time,Coast,East,Far_West,North,North_Central,South_Central,Southern,West
2018,3,28,3,2018-03-28 03:00:00,11002.90625,1324.5859375,2504.934326171875,768.384765625,11361.8642578125,6334.0634765625,3187.128173828125,1136.1185302734375
2018,3,28,4,2018-03-28 04:00:00,10332.9921875,1280.1505126953125,2473.770263671875,706.4862060546875,10842.4443359375,5541.25732421875,3017.898681640625,1082.4434814453123
2018,3,28,5,2018-03-28 05:00:00,9413.47265625,1187.70654296875,2419.227294921875,697.8512573242188,10587.2431640625,5201.2978515625,2849.265625,1033.853515625
2018,3,28,6,2018-03-28 06:00:00,9697.0537109375,1189.66845703125,2410.56005859375,739.8497924804688,8383.2236328125,4613.14697265625,2808.557861328125,960.0223388671876
2018,3,28,7,2018-03-28 07:00:00,9753.568359375,1179.7598876953125,2383.99169921875,738.0504760742188,8326.9091796875,4662.8486328125,2791.396240234375,956.85888671875
2018,3,28,8,2018-03-28 08:00:00,9693.7626953125,1188.0142822265625,2402.162353515625,734.4058837890625,8234.8115234375,4649.2529296875,2851.444091796875,960.6376342773438
2018,3,28,9,2018-03-28 09:00:00,10130.7529296875,1202.9586181640625,2452.671875,762.009765625,8588.560546875,4760.66455078125,2941.603759765625,1011.0083618164062
2018,3,28,10,2018-03-28 10:00:00,10396.1611328125,1305.6343994140625,2553.729736328125,792.661865234375,9243.4931640625,5097.2265625,3088.164306640625,1039.541259765625
2018,3,28,11,2018-03-28 11:00:00,10748.8779296875,1380.1531982421875,2582.249267578125,836.6493530273438,10193.005859375,5393.9033203125,3130.966796875,1073.377685546875
2018,3,28,12,2018-03-28 12:00:00,11084.1943359375,1394.9595947265625,2688.069580078125,886.60009765625,10430.2021484375,5611.681640625,3186.02734375,1131.33447265625
2018,3,28,13,2018-03-28 13:00:00,11293.474609375,1432.427490234375,2571.903564453125,886.2025146484375,10730.375,5688.57177734375,3287.3115234375,1132.0435791015625
2018,3,28,14,2018-03-28 14:00:00,11563.5986328125,1454.09228515625,2562.223876953125,895.59912109375,10981.6826171875,5866.95556640625,3444.365234375,1116.53076171875
2018,3,28,15,2018-03-28 15:00:00,11920.208984375,1445.6409912109375,2547.738525390625,897.7803344726562,10830.4052734375,5948.13818359375,3597.24853515625,1084.091796875
2018,3,28,16,2018-03-28 16:00:00,12033.7919921875,1489.9638671875,2546.1708984375,904.2481689453124,10760.40234375,6189.734375,3692.08544921875,1081.6495361328123
2018,3,28,17,2018-03-28 17:00:00,12292.90234375,1477.589111328125,2514.49462890625,876.7111206054688,10441.9638671875,6127.1708984375,3794.073486328125,1100.5020751953123
2018,3,28,18,2018-03-28 18:00:00,12554.06640625,1499.5357666015625,2524.42578125,908.6528930664062,10705.41015625,6150.765625,3784.935546875,1111.705078125
2018,3,28,19,2018-03-28 19:00:00,12802.58984375,1566.4979248046875,2528.69921875,906.1383666992188,10689.54296875,6075.43505859375,3777.584716796875,1140.767822265625
2018,3,28,20,2018-03-28 20:00:00,13061.212890625,1566.3060302734375,2497.26806640625,902.0208740234376,10745.98828125,6292.71533203125,3748.06298828125,1152.91650390625
2018,3,28,21,2018-03-28 21:00:00,13101.955078125,1602.54931640625,2514.4892578125,884.5985717773438,11117.458984375,6349.03369140625,3700.0810546875,1133.156494140625
2018,3,28,22,2018-03-28 22:00:00,12813.576171875,1609.0616455078125,2550.60546875,874.5079345703125,11082.625,6779.77392578125,3688.046630859375,1148.5899658203125
2018,3,28,23,2018-03-28 23:00:00,12720.103515625,1569.7442626953125,2593.38330078125,883.2754516601562,11554.7177734375,6685.44970703125,3566.81982421875,1150.3863525390625
2018,3,29,0,2018-03-29 00:00:00,12723.060546875,1535.906982421875,2598.45166015625,899.3292236328125,12138.1337890625,6694.92236328125,3586.18994140625,1193.28125
2018,3,29,1,2018-03-29 01:00:00,12252.4443359375,1524.74755859375,2619.190185546875,858.740966796875,12385.8046875,6531.876953125,3491.04443359375,1154.0853271484375
2018,3,29,2,2018-03-29 02:00:00,11315.478515625,1541.335205078125,2577.96142578125,781.9066772460938,11910.708984375,6506.1396484375,3232.51123046875,1168.6639404296875
2018,3,29,3,2018-03-29 03:00:00,11068.8955078125,1282.4954833984375,2526.91357421875,757.0833129882812,11589.4697265625,5890.1923828125,3124.84912109375,1083.0914306640623
2018,3,29,4,2018-03-29 04:00:00,10581.5087890625,1263.51025390625,2501.410400390625,723.1491088867188,10512.7353515625,5348.82275390625,3000.697509765625,1075.5792236328123
2018,3,29,5,2018-03-29 05:00:00,9655.7529296875,1172.103759765625,2433.12646484375,682.6903076171875,10163.7607421875,5112.3349609375,2812.847412109375,1018.0567626953124
2018,3,29,6,2018-03-29 06:00:00,9247.1494140625,1027.4771728515623,2429.19873046875,723.9745483398438,8164.4111328125,4227.0751953125,2583.759765625,1066.094970703125
2018,3,29,7,2018-03-29 07:00:00,9012.3564453125,1005.4163818359376,2398.191162109375,719.0790405273438,8048.1875,4126.68359375,2536.212890625,1037.8367919921877
2018,3,29,8,2018-03-29 08:00:00,9284.78515625,1029.8800048828123,2413.216796875,727.2186279296875,8188.68603515625,4127.24169921875,2605.989501953125,1053.3494873046877
2018,3,29,9,2018-03-29 09:00:00,9315.943359375,1086.3846435546877,2413.919921875,746.0205688476562,8537.0810546875,4339.85302734375,2697.113525390625,1072.488037109375
2018,3,29,10,2018-03-29 10:00:00,9680.2275390625,1166.7626953125,2518.855712890625,785.5634765625,9287.0595703125,4767.8779296875,2896.06884765625,1128.2557373046875
2018,3,29,11,2018-03-29 11:00:00,10054.498046875,1252.1219482421875,2562.214599609375,842.3826293945312,10396.923828125,5074.6787109375,2875.49462890625,1175.3963623046875
2018,3,29,12,2018-03-29 12:00:00,10379.197265625,1294.6070556640625,2535.563720703125,865.2999877929688,10610.3193359375,5328.24853515625,2976.360107421875,1188.9554443359375
2018,3,29,13,2018-03-29 13:00:00,10540.0869140625,1327.9410400390625,2517.885498046875,902.8975830078124,10802.67578125,5469.9599609375,3051.251953125,1163.4652099609375
2018,3,29,14,2018-03-29 14:00:00,10889.2021484375,1352.2230224609375,2564.7841796875,880.447021484375,10926.3662109375,5631.84765625,3115.9873046875,1152.435302734375
2018,3,29,15,2018-03-29 15:00:00,11191.5634765625,1387.2696533203125,2553.552978515625,892.3717041015625,10953.7138671875,5670.3525390625,3214.403076171875,1119.2423095703123
2018,3,29,16,2018-03-29 16:00:00,11526.107421875,1404.4312744140625,2507.114013671875,902.3271484375,10980.099609375,5841.11669921875,3407.11474609375,1111.4544677734377
2018,3,29,17,2018-03-29 17:00:00,11923.91015625,1420.4451904296875,2491.450439453125,903.8583374023438,11073.8603515625,6031.31005859375,3563.1875,1130.759765625
2018,3,29,18,2018-03-29 18:00:00,12150.4951171875,1462.6414794921875,2468.201171875,894.0999145507812,11171.044921875,6414.8974609375,3499.6591796875,1137.92919921875
2018,3,29,19,2018-03-29 19:00:00,12450.8818359375,1510.3868408203125,2467.6328125,901.4166870117188,11262.0947265625,6572.09619140625,3584.848388671875,1148.5377197265625
2018,3,29,20,2018-03-29 20:00:00,12352.4140625,1541.6776123046875,2509.745849609375,908.835205078125,11370.212890625,7011.521484375,3643.64453125,1160.178466796875
2018,3,29,21,2018-03-29 21:00:00,12369.9482421875,1587.8804931640625,2528.669677734375,889.2694702148438,11518.1826171875,7136.59033203125,3678.15380859375,1180.3863525390625
2018,3,29,22,2018-03-29 22:00:00,12024.626953125,1612.74755859375,2549.111572265625,877.187255859375,11671.1982421875,6662.07177734375,3607.19775390625,1209.22998046875
2018,3,29,23,2018-03-29 23:00:00,12107.048828125,1591.3612060546875,2586.204345703125,877.9379272460938,11625.765625,6963.4521484375,3635.044189453125,1240.197021484375
2018,3,30,0,2018-03-30 00:00:00,11838.3955078125,1561.7711181640625,2607.3720703125,895.078857421875,11851.5654296875,6990.89501953125,3649.344482421875,1263.5311279296875
2018,3,30,1,2018-03-30 01:00:00,11706.3583984375,1524.26953125,2594.921630859375,873.1859130859375,11767.50390625,6638.88037109375,3542.404296875,1277.702392578125
2018,3,30,2,2018-03-30 02:00:00,11352.8408203125,1494.7835693359375,2572.8955078125,793.8828125,11285.89453125,6264.458984375,3360.271240234375,1240.0843505859375
2018,3,30,3,2018-03-30 03:00:00,10491.728515625,1315.2799072265625,2516.702392578125,773.3381958007812,11449.5439453125,5897.9375,3218.698974609375,1190.18310546875
2018,3,30,4,2018-03-30 04:00:00,9903.8779296875,1260.6884765625,2473.928466796875,728.4983520507812,10037.185546875,5352.96044921875,3086.63720703125,1118.86181640625
2018,3,30,5,2018-03-30 05:00:00,9986.0361328125,1184.863525390625,2429.29296875,727.1926879882812,9355.42578125,4974.08837890625,2964.028564453125,1059.9805908203123
2018,3,30,6,2018-03-30 06:00:00,8753.3369140625,992.752197265625,2398.866455078125,744.1741333007812,8367.2099609375,4249.42578125,2393.649169921875,927.9539184570312
2018,3,30,7,2018-03-30 07:00:00,8467.541015625,962.5050048828124,2353.324951171875,756.9851684570312,8236.8974609375,4132.8115234375,2578.854248046875,958.5556640625
2018,3,30,8,2018-03-30 08:00:00,8728.2919921875,994.6157836914062,2346.249755859375,772.13916015625,8434.7314453125,4169.67333984375,2437.56005859375,1000.3773193359376
2018,3,30,9,2018-03-30 09:00:00,8774.935546875,1027.5611572265623,2331.260009765625,806.958740234375,8834.095703125,4354.18212890625,2461.1416015625,1016.060302734375
2018,3,30,10,2018-03-30 10:00:00,9100.6298828125,1123.3671875,2391.165283203125,871.5676879882812,9661.4677734375,4729.7216796875,2764.93310546875,1059.5953369140623
2018,3,30,11,2018-03-30 11:00:00,9663.40625,1218.176025390625,2445.85009765625,903.8214721679688,10654.53125,4988.83349609375,2771.595458984375,1115.9473876953123
2018,3,30,12,2018-03-30 12:00:00,9751.0654296875,1246.6790771484375,2475.60400390625,923.1524658203124,11067.185546875,5168.79345703125,2784.004638671875,1086.2410888671877
2018,3,30,13,2018-03-30 13:00:00,10093.3935546875,1304.10205078125,2511.751708984375,948.3468017578124,11115.7705078125,5264.0849609375,2824.207763671875,1096.395751953125
2018,3,30,14,2018-03-30 14:00:00,10250.009765625,1306.9991455078125,2607.84814453125,938.1280517578124,10941.646484375,5441.8134765625,2942.80322265625,1055.4044189453123
2018,3,30,15,2018-03-30 15:00:00,10490.2197265625,1301.263671875,2600.35009765625,937.6661376953124,10883.5283203125,5423.8642578125,2999.47509765625,1046.640625
2018,3,30,16,2018-03-30 16:00:00,10625.287109375,1302.5926513671875,2570.89501953125,931.7029418945312,10920.19140625,5463.4384765625,3160.29931640625,1034.1458740234377
2018,3,30,17,2018-03-30 17:00:00,10941.58203125,1301.404052734375,2547.44189453125,926.2540283203124,10895.3896484375,5378.58251953125,3265.649658203125,1020.9998168945312
2018,3,30,18,2018-03-30 18:00:00,11103.087890625,1328.29833984375,2477.621826171875,904.2299194335938,10839.9677734375,5528.06005859375,3345.99267578125,1033.54443359375
2018,3,30,19,2018-03-30 19:00:00,11300.138671875,1326.6441650390625,2478.208740234375,894.4950561523438,10938.8193359375,5701.12939453125,3381.54931640625,1092.905517578125
2018,3,30,20,2018-03-30 20:00:00,11288.9453125,1354.2359619140625,2500.0673828125,900.7852172851562,10952.552734375,5847.11474609375,3389.887451171875,1054.2366943359377
2018,3,30,21,2018-03-30 21:00:00,11324.9248046875,1364.259521484375,2537.016845703125,859.78076171875,11152.1162109375,5967.64892578125,3348.54736328125,1066.465087890625
2018,3,30,22,2018-03-30 22:00:00,11284.865234375,1416.41943359375,2567.555419921875,821.3541259765625,11226.9736328125,6084.3779296875,3377.677734375,1089.10546875
2018,3,30,23,2018-03-30 23:00:00,11278.2119140625,1438.9747314453125,2581.245849609375,858.1409301757812,11262.3330078125,6054.6435546875,3254.85595703125,1134.4462890625
2018,3,31,0,2018-03-31 00:00:00,11264.193359375,1446.087646484375,2603.563720703125,877.4437866210938,11421.203125,6161.0380859375,3269.828369140625,1099.5587158203123
2018,3,31,1,2018-03-31 01:00:00,11061.60546875,1439.3121337890625,2583.345458984375,791.3211669921875,11419.5771484375,6050.2216796875,3214.46337890625,1086.84423828125
2018,3,31,2,2018-03-31 02:00:00,10541.708984375,1322.9564208984375,2552.850341796875,763.3976440429688,10986.0751953125,5820.662109375,3148.5244140625,1102.399658203125
2018,3,31,3,2018-03-31 03:00:00,9944.14453125,1219.9171142578125,2489.10986328125,717.9654541015625,10919.3037109375,5385.75048828125,2891.037353515625,1087.7322998046877
2018,3,31,4,2018-03-31 04:00:00,9322.197265625,1141.129150390625,2446.22998046875,677.8540649414062,9746.0615234375,4957.34814453125,2669.678955078125,972.184326171875
2018,3,31,5,2018-03-31 05:00:00,9359.662109375,1026.578857421875,2405.222412109375,664.1266479492188,9189.0947265625,4593.6689453125,2503.359619140625,1011.2817993164062
2018,3,31,6,2018-03-31 06:00:00,8249.673828125,1026.786865234375,2354.857177734375,733.5084838867188,7944.75830078125,4102.18212890625,2457.194580078125,957.7451171875
2018,3,31,7,2018-03-31 07:00:00,8155.197265625,981.1088256835938,2436.2705078125,678.1788940429688,7908.43994140625,4023.484375,2346.936767578125,973.5502319335938
2018,3,31,8,2018-03-31 08:00:00,8546.2314453125,993.6455078125,2405.614013671875,719.4561767578125,7834.76416015625,4014.48291015625,2679.516357421875,939.4688110351562
2018,3,31,9,2018-03-31 09:00:00,8335.2890625,1032.91015625,2405.238037109375,742.845947265625,8327.2666015625,4243.6826171875,2636.26953125,925.2119140625
2018,3,31,10,2018-03-31 10:00:00,8708.2978515625,1084.232421875,2444.769287109375,780.8071899414062,8911.5048828125,4613.3671875,2572.958740234375,954.574462890625
2018,3,31,11,2018-03-31 11:00:00,8982.72265625,1156.09716796875,2453.60302734375,803.0420532226562,9527.4990234375,4927.67431640625,2671.830810546875,960.578125
2018,3,31,12,2018-03-31 12:00:00,9268.6123046875,1191.448486328125,2476.333984375,846.9125366210938,9736.068359375,5021.97412109375,2757.05859375,1055.4886474609377
2018,3,31,13,2018-03-31 13:00:00,9581.9912109375,1264.0673828125,2573.890625,889.6201171875,10191.1240234375,5173.1416015625,2805.85546875,1087.2364501953123
2018,3,31,14,2018-03-31 14:00:00,9909.1728515625,1299.6690673828125,2615.1787109375,905.2089233398438,10336.763671875,5372.1279296875,2950.59375,1079.931884765625
2018,3,31,15,2018-03-31 15:00:00,10314.4384765625,1293.0174560546875,2647.559326171875,906.7919311523438,10576.337890625,5390.1484375,3026.37744140625,1076.8597412109377
2018,3,31,16,2018-03-31 16:00:00,10620.71484375,1325.67724609375,2645.7255859375,912.0022583007812,10531.91796875,5619.95556640625,3139.93896484375,1094.7471923828123
2018,3,31,17,2018-03-31 17:00:00,11070.005859375,1306.916015625,2689.633544921875,944.1585693359376,10755.8154296875,5818.248046875,3210.787353515625,1105.6748046875
2018,3,31,18,2018-03-31 18:00:00,11531.298828125,1348.527099609375,2628.135009765625,947.28076171875,10997.8603515625,6077.46142578125,3311.043212890625,1114.1875
2018,3,31,19,2018-03-31 19:00:00,11663.3583984375,1347.79296875,2662.9404296875,956.4661254882812,11349.970703125,6291.01318359375,3507.620849609375,1107.22119140625
2018,3,31,20,2018-03-31 20:00:00,11749.4111328125,1372.636474609375,2709.215576171875,978.0518798828124,11417.87109375,6469.173828125,3535.456787109375,1159.5660400390625
2018,3,31,21,2018-03-31 21:00:00,11580.5224609375,1399.84814453125,2724.140869140625,902.1851196289062,11394.857421875,6704.349609375,3549.47021484375,1108.80517578125
2018,3,31,22,2018-03-31 22:00:00,11395.75390625,1397.67822265625,2730.255859375,909.1930541992188,11577.357421875,6610.31982421875,3459.370849609375,1184.6102294921875
2018,3,31,23,2018-03-31 23:00:00,11128.291015625,1415.3914794921875,2697.086669921875,917.2147216796876,11444.232421875,6500.0478515625,3449.453857421875,1168.785400390625
2018,4,1,0,2018-04-01 00:00:00,11094.234375,1408.3135986328125,2706.727294921875,891.4420776367188,11732.4375,6484.07421875,3433.9609375,1139.045654296875
2018,4,1,1,2018-04-01 01:00:00,10830.669921875,1341.6014404296875,2639.439697265625,894.2453002929688,11648.029296875,6335.65478515625,3315.050048828125,1103.156005859375
2018,4,1,2,2018-04-01 02:00:00,10270.490234375,1222.260986328125,2594.527099609375,795.949462890625,10609.8544921875,6041.0576171875,3176.5380859375,1164.425537109375
2018,4,1,3,2018-04-01 03:00:00,10535.8056640625,1161.3525390625,2522.995849609375,783.3167114257812,10953.5634765625,5762.24169921875,2976.79248046875,1049.3670654296877
2018,4,1,4,2018-04-01 04:00:00,9913.921875,1110.5537109375,2464.968994140625,762.99267578125,10318.955078125,5356.9580078125,2834.185546875,1000.1767578125
2018,4,1,5,2018-04-01 05:00:00,9729.0576171875,1030.2835693359377,2430.425537109375,744.560546875,9931.4111328125,5126.5537109375,2687.934326171875,983.0797119140624
2018,4,1,6,2018-04-01 06:00:00,8321.2587890625,1032.738037109375,2376.83203125,693.2379150390625,7814.3837890625,4159.4150390625,2626.98046875,1080.7476806640623
2018,4,1,7,2018-04-01 07:00:00,8119.6181640625,1014.224365234375,2414.166015625,664.2530517578125,7629.87548828125,4068.25439453125,2569.131591796875,1057.0067138671877
2018,4,1,8,2018-04-01 08:00:00,8498.6162109375,1007.318359375,2396.73388671875,678.674072265625,7451.01611328125,4016.705810546875,2567.336181640625,1054.2158203125
2018,4,1,9,2018-04-01 09:00:00,8326.693359375,1052.403564453125,2396.638671875,688.9182739257812,7472.5263671875,4177.5751953125,2595.939208984375,1063.4176025390623
2018,4,1,10,2018-04-01 10:00:00,8570.1123046875,1079.904296875,2447.82373046875,730.3163452148438,8094.7177734375,4451.9052734375,2691.405517578125,1112.4901123046877
2018,4,1,11,2018-04-01 11:00:00,8775.802734375,1130.171875,2455.4296875,740.91796875,8344.412109375,4615.583984375,2776.8173828125,1149.59765625
2018,4,1,12,2018-04-01 12:00:00,8947.16015625,1199.4881591796875,2469.868408203125,792.11474609375,9086.125,4827.03662109375,2844.15185546875,1144.6131591796875
2018,4,1,13,2018-04-01 13:00:00,9468.046875,1270.7330322265625,2553.112060546875,833.7443237304688,9571.6337890625,5049.11181640625,2861.308349609375,1156.3897705078125
2018,4,1,14,2018-04-01 14:00:00,9912.083984375,1307.4339599609375,2572.837646484375,853.9644775390625,9790.05859375,5318.1767578125,2953.84375,1156.75341796875
2018,4,1,15,2018-04-01 15:00:00,10383.8701171875,1352.6654052734375,2621.379638671875,853.257568359375,10107.0712890625,5497.9931640625,3120.4482421875,1147.9403076171875
2018,4,1,16,2018-04-01 16:00:00,10822.6708984375,1382.0523681640625,2689.87939453125,835.7665405273438,10413.400390625,5697.2421875,3309.1435546875,1168.9755859375
2018,4,1,17,2018-04-01 17:00:00,11247.5703125,1387.1864013671875,2714.126708984375,853.9244384765625,10640.8017578125,5731.6005859375,3387.0927734375,1184.6904296875
2018,4,1,18,2018-04-01 18:00:00,11466.4130859375,1443.3009033203125,2618.204345703125,882.077880859375,10688.701171875,5960.734375,3400.7216796875,1174.753173828125
2018,4,1,19,2018-04-01 19:00:00,11804.470703125,1483.2210693359375,2648.101318359375,872.6874389648438,11036.54296875,6170.7802734375,3581.345947265625,1233.9840087890625
2018,4,1,20,2018-04-01 20:00:00,12102.94921875,1504.17578125,2732.55810546875,872.1990966796875,10981.974609375,6092.96337890625,3564.34814453125,1222.7457275390625
2018,4,1,21,2018-04-01 21:00:00,12233.291015625,1503.6630859375,2736.17578125,805.8723754882812,10948.0556640625,6154.28173828125,3596.9130859375,1254.4346923828125
2018,4,1,22,2018-04-01 22:00:00,11997.8701171875,1486.5584716796875,2735.820068359375,799.9603271484375,11245.3251953125,6190.736328125,3483.3935546875,1291.5657958984375
2018,4,1,23,2018-04-01 23:00:00,11554.2763671875,1483.180908203125,2709.865966796875,818.1478271484375,11361.5654296875,6150.27294921875,3481.9326171875,1308.2896728515625
2018,4,2,0,2018-04-02 00:00:00,11449.771484375,1474.87255859375,2699.917724609375,810.8406982421875,12039.29296875,6190.1494140625,3436.24951171875,1341.9075927734375
2018,4,2,1,2018-04-02 01:00:00,10834.30859375,1397.1785888671875,2644.04638671875,806.1031494140625,11642.8837890625,6062.70556640625,3294.503173828125,1292.3282470703125
2018,4,2,2,2018-04-02 02:00:00,10504.1240234375,1257.3135986328125,2583.802978515625,778.0621948242188,10879.7236328125,5797.53955078125,3106.50146484375,1246.12109375
2018,4,2,3,2018-04-02 03:00:00,9973.2119140625,1211.5914306640625,2522.01904296875,744.1165771484375,10590.4326171875,5298.62060546875,2941.76318359375,1180.9940185546875
2018,4,2,4,2018-04-02 04:00:00,9334.287109375,1123.7344970703123,2475.8466796875,702.8760375976562,9455.7587890625,4922.81689453125,2841.555419921875,1113.464111328125
2018,4,2,5,2018-04-02 05:00:00,8998.6650390625,1061.6212158203123,2433.700439453125,661.361572265625,9009.16015625,4578.447265625,2715.64794921875,1070.8338623046877
2018,4,2,6,2018-04-02 06:00:00,8493.333984375,1066.1131591796877,2388.76220703125,657.133544921875,8237.41015625,4381.94921875,2687.39892578125,1020.8557739257812
2018,4,2,7,2018-04-02 07:00:00,8573.55078125,1052.5911865234377,2393.03466796875,658.943603515625,8245.025390625,4385.1953125,2644.855712890625,1050.0008544921877
2018,4,2,8,2018-04-02 08:00:00,8677.759765625,1104.559326171875,2390.017822265625,655.9557495117188,8220.6611328125,4399.837890625,2682.712890625,1042.1953125
2018,4,2,9,2018-04-02 09:00:00,8817.37890625,1158.089111328125,2406.396484375,820.7098388671875,8626.5498046875,4633.607421875,2715.188232421875,1084.3388671875
2018,4,2,10,2018-04-02 10:00:00,9327.1298828125,1221.3594970703125,2474.496337890625,846.5012817382812,9286.9169921875,5066.09326171875,2815.277587890625,1097.3323974609377
2018,4,2,11,2018-04-02 11:00:00,9714.2880859375,1268.987060546875,2500.46826171875,884.1654052734375,10070.150390625,5420.1318359375,2919.330810546875,1173.866943359375
2018,4,2,12,2018-04-02 12:00:00,10148.0732421875,1347.06982421875,2520.012451171875,904.8465576171876,10469.1240234375,5536.1875,2999.951171875,1166.8233642578125
2018,4,2,13,2018-04-02 13:00:00,10517.8720703125,1378.167724609375,2526.70556640625,905.891357421875,10713.8916015625,5756.45361328125,3079.347412109375,1153.5806884765625
2018,4,2,14,2018-04-02 14:00:00,11219.5341796875,1404.4266357421875,2520.19921875,866.66650390625,10720.0927734375,5870.962890625,3199.983642578125,1126.037109375
2018,4,2,15,2018-04-02 15:00:00,11621.1572265625,1472.6285400390625,2558.135009765625,894.3270874023438,10666.1845703125,6136.474609375,3325.936279296875,1122.364990234375
2018,4,2,16,2018-04-02 16:00:00,12187.11328125,1493.0831298828125,2614.18115234375,919.1729736328124,10800.4287109375,6300.45654296875,3487.42529296875,1127.1986083984375
2018,4,2,17,2018-04-02 17:00:00,12871.7578125,1507.76708984375,2642.750244140625,913.3692626953124,10825.728515625,6216.67822265625,3598.369384765625,1157.609619140625
2018,4,2,18,2018-04-02 18:00:00,13100.4814453125,1555.19482421875,2699.493408203125,902.6431274414062,10634.10546875,6350.76708984375,3629.22607421875,1172.3853759765625
2018,4,2,19,2018-04-02 19:00:00,13082.7509765625,1630.7476806640625,2747.8271484375,724.03564453125,10692.7021484375,6579.427734375,3694.811279296875,1206.251708984375
2018,4,2,20,2018-04-02 20:00:00,12980.1572265625,1599.066162109375,2820.559814453125,720.1045532226562,10823.8173828125,6781.34716796875,3718.659912109375,1210.3663330078125
2018,4,2,21,2018-04-02 21:00:00,13047.5087890625,1653.0911865234375,2839.4404296875,746.2931518554688,10826.447265625,7005.27978515625,3705.0478515625,1259.6942138671875
2018,4,2,22,2018-04-02 22:00:00,12484.8701171875,1623.9976806640625,2814.513916015625,771.1746215820312,10976.8388671875,6904.52197265625,3607.257568359375,1310.608642578125
2018,4,2,23,2018-04-02 23:00:00,12178.330078125,1613.3714599609375,2799.685546875,827.6297607421875,11127.4736328125,6736.87060546875,3569.11181640625,1332.8697509765625
2018,4,3,0,2018-04-03 00:00:00,11790.4091796875,1512.7276611328125,2690.729248046875,828.7459106445312,11275.2041015625,6708.75830078125,3513.64306640625,1375.715087890625
2018,4,3,1,2018-04-03 01:00:00,11290.87890625,1451.2896728515625,2759.6220703125,824.6749267578125,10966.0859375,6470.19140625,3380.918701171875,1316.710693359375
2018,4,3,2,2018-04-03 02:00:00,10682.2763671875,1315.4691162109375,2696.388427734375,813.099853515625,10682.0498046875,6090.68994140625,3197.29296875,1269.132080078125
2018,4,3,3,2018-04-03 03:00:00,10332.5478515625,1231.03515625,2628.92138671875,796.6319580078125,10564.2998046875,5687.095703125,3102.638427734375,1219.5948486328125
2018,4,3,4,2018-04-03 04:00:00,9747.09765625,1128.7841796875,2480.296875,754.9972534179688,9690.8466796875,5224.50927734375,2941.760009765625,1144.7696533203125
2018,4,3,5,2018-04-03 05:00:00,9143.11328125,1058.2537841796877,2429.96240234375,729.8528442382812,9216.193359375,4741.36279296875,2801.988525390625,1106.2628173828123
2018,4,3,6,2018-04-03 06:00:00,9440.9775390625,1153.40576171875,2419.134521484375,740.508056640625,9531.2744140625,4831.37451171875,2835.242431640625,1028.818359375
2018,4,3,7,2018-04-03 07:00:00,9567.5419921875,1156.5677490234375,2415.184326171875,741.12451171875,9081.412109375,4918.2646484375,2801.3046875,1015.1826171875
2018,4,3,8,2018-04-03 08:00:00,9791.267578125,1200.825439453125,2406.810302734375,733.3281860351562,8709.9755859375,4795.478515625,2892.254150390625,1030.536865234375
2018,4,3,9,2018-04-03 09:00:00,9901.06640625,1260.8731689453125,2407.055908203125,764.772705078125,9468.9658203125,4995.80859375,3026.80078125,1058.260009765625
2018,4,3,10,2018-04-03 10:00:00,10476.173828125,1341.6038818359375,2475.062255859375,801.0125732421875,10080.50390625,5390.4267578125,3136.573974609375,1111.1265869140623
2018,4,3,11,2018-04-03 11:00:00,10873.875,1418.838134765625,2551.747802734375,857.8899536132812,10870.072265625,5724.66796875,3171.769287109375,1148.4134521484375
2018,4,3,12,2018-04-03 12:00:00,11224.771484375,1443.2818603515625,2554.23486328125,907.6806030273438,11373.8173828125,5956.30615234375,3212.14208984375,1175.855224609375
2018,4,3,13,2018-04-03 13:00:00,11559.86328125,1451.384521484375,2553.18359375,939.7494506835938,11745.5966796875,6228.36328125,3267.79736328125,1182.6868896484375
2018,4,3,14,2018-04-03 14:00:00,12089.9453125,1498.878173828125,2520.271484375,931.4794311523438,12352.0419921875,6403.96923828125,3425.053466796875,1219.4881591796875
2018,4,3,15,2018-04-03 15:00:00,12562.2080078125,1543.2156982421875,2540.093994140625,948.4487915039062,13055.228515625,6694.37255859375,3554.84130859375,1232.6124267578125
2018,4,3,16,2018-04-03 16:00:00,13191.6279296875,1578.438720703125,2602.12060546875,959.7018432617188,13302.140625,6729.8095703125,3720.613525390625,1262.356689453125
2018,4,3,17,2018-04-03 17:00:00,13742.5048828125,1636.0986328125,2641.333251953125,969.1564331054688,13503.4189453125,7005.4833984375,3794.9482421875,1301.8382568359375
2018,4,3,18,2018-04-03 18:00:00,14054.2626953125,1645.860107421875,2705.011962890625,982.0552978515624,13576.421875,7307.92626953125,3831.194091796875,1298.8388671875
2018,4,3,19,2018-04-03 19:00:00,13897.5966796875,1683.2484130859375,2687.6962890625,923.01806640625,13875.61328125,7356.61083984375,3911.093994140625,1306.700439453125
2018,4,3,20,2018-04-03 20:00:00,13731.4580078125,1684.8603515625,2739.762939453125,914.2498168945312,14336.40625,7401.865234375,3834.44677734375,1384.5289306640625
2018,4,3,21,2018-04-03 21:00:00,13883.9677734375,1691.594970703125,2726.854248046875,915.8018798828124,14368.9541015625,7693.240234375,3836.883544921875,1338.52734375
2018,4,3,22,2018-04-03 22:00:00,13463.3916015625,1668.35791015625,2680.1826171875,897.6182250976562,14306.7216796875,7435.5830078125,3754.2001953125,1332.563232421875
